35.0, 23, 1212.68, 427.28
35.0, 18, 404.87, 265.12
35.0, 16, 486.47, 154.44
35.0, 13, 1231.60, 182.02
35.0, 12, 787.96, 312.69
35.0, 11, 524.56, 276.56
35.0, 9, 98.02, 625.75
35.0, 8, 633.55, 199.57
35.0, 7, 1029.27, 341.23
35.0, 6, 763.62, 563.37
35.0, 5, 879.74, 533.18
35.0, 4, 74.69, 121.04
35.0, 3, 176.01, 424.17
35.0, 2, 476.11, 383.39
35.0, 1, 1038.52, 450.01
36.0, 42, 1181.21, 125.56
36.0, 37, 1141.05, 70.03
36.0, 27, 241.58, 369.68
36.0, 25, 677.77, 150.02
36.0, 23, 1211.93, 424.79
36.0, 18, 405.20, 267.14
36.0, 16, 486.38, 152.37
36.0, 13, 1232.43, 182.70
36.0, 12, 788.66, 312.71
36.0, 11, 524.28, 274.84
36.0, 9, 98.89, 626.35
36.0, 8, 633.62, 202.14
36.0, 7, 1030.89, 344.09
36.0, 6, 762.72, 558.00
36.0, 5, 876.38, 534.63
36.0, 4, 74.74, 121.11
36.0, 3, 176.24, 428.44
36.0, 2, 475.53, 382.94
36.0, 1, 1039.52, 454.27
37.0, 44, 745.24, 96.34
37.0, 42, 1181.73, 127.97
37.0, 37, 1141.34, 70.25
37.0, 27, 241.36, 370.06
37.0, 25, 677.94, 151.37
37.0, 23, 1211.15, 423.13
37.0, 18, 405.69, 269.50
37.0, 16, 486.40, 148.79
37.0, 13, 1233.88, 183.14
37.0, 12, 789.29, 312.69
37.0, 11, 524.00, 272.63
37.0, 9, 99.59, 626.66
37.0, 8, 633.58, 203.42
37.0, 7, 1032.51, 345.93
37.0, 6, 761.70, 555.03
37.0, 5, 873.33, 536.70
37.0, 4, 74.79, 121.13
37.0, 3, 176.25, 432.38
37.0, 2, 475.88, 382.11
37.0, 1, 1040.76, 457.36
38.0, 44, 745.59, 98.80
38.0, 37, 1142.04, 72.33
38.0, 27, 241.61, 370.36
38.0, 25, 677.47, 152.54
38.0, 23, 1209.03, 421.20
38.0, 18, 405.67, 272.64
38.0, 16, 486.17, 145.00
38.0, 13, 1236.78, 183.67
38.0, 12, 789.82, 310.62
38.0, 11, 523.37, 270.65
38.0, 9, 100.82, 628.22
38.0, 8, 633.75, 205.18
38.0, 7, 1034.40, 348.03
38.0, 6, 760.28, 551.22
38.0, 5, 870.72, 539.87
38.0, 4, 74.87, 121.20
38.0, 3, 176.49, 436.85
38.0, 2, 475.15, 378.96
38.0, 1, 1042.50, 463.50
39.0, 44, 745.73, 100.41
39.0, 27, 241.91, 370.83
39.0, 25, 677.88, 153.15
39.0, 23, 1207.64, 420.21
39.0, 18, 405.49, 274.37
39.0, 16, 485.93, 142.89
39.0, 13, 1238.19, 183.58
